customer_account_number,to_recipient_customer_account,old_balance,transaction_amount,new_balance,tp_recipient_customer_account_balance,transaction_time_in_ms,transaction_frequency,average_transaction_amount,account_age_days,method_of_transaction,transaction_currency,location_data,device_used,kyc_status,label_for_fraud,smurfing_indicator,previous_fraud_flag,transaction_id,timestamp,IFSC CODE,IP ADDRESS,MAC address,NARRATION,ECOMMERCE PLATFORM,,,,,,,,,,,,,,,,,,,
45961,17242,137986,6912.26,131073.74,45947.71,503,7,2111.45,1908,5,INR,Suriname,Tablet,NONE,1,1,0,T00001202,05-04-2025 20:14,SBIN0001234,84.33.54.27,8F:D6:9A:E6:68:54,User purchased from Shopify,Shopify,,,,,,,,,,,,,,,,,,,
71631,91085,106165.85,33349.12,72816.73,74225.18,708,4,-2554.22,650,3,INR,Nigeria,Desktop,NONE,1,0,0,T00001203,05-04-2025 20:14,ICIC0000889,68.240.49.124,D7:20:A7:9B:9D:96,User purchased from eBay,eBay,,,,,,,,,,,,,,,,,,,
39828,99019,80056.49,13584.57,66471.92,14922.48,912,7,1938.31,542,2,INR,Wallis and Futuna,ATM,PARTIAL,0,0,0,T00001204,05-04-2025 20:14,HDFC0001234,102.233.207.184,92:05:B2:A6:5E:BE,User purchased from Best Buy,Best Buy,,,,,,,,,,,,,,,,,,,
65478,34044,118370.08,39236.5,79133.58,75573.77,844,8,-875.42,2990,5,INR,British Indian Ocean Territory (Chagos Archipelago),POS,PARTIAL,0,0,0,T00001205,05-04-2025 20:14,HDFC0001234,98.6.132.32,F8:EE:C2:2A:5A:88,User made a normal transfer,null,,,,,,,,,,,,,,,,,,,
12908,58682,113660.44,26885.1,86775.34,90093.1,863,6,-1629.4,1943,3,INR,Costa Rica,Tablet,FULL,1,0,0,T00001206,05-04-2025 20:14,ICIC0000889,158.71.177.106,C8:31:5F:9E:9E:07,User purchased from Amazon,Amazon,,,,,,,,,,,,,,,,,,,
71631,36190,23298.65,26564.26,-3265.61,87804.43,665,2,-2308.56,1890,1,INR,Chad,Desktop,NONE,1,0,0,T00001207,05-04-2025 20:14,ICIC0000889,245.188.126.139,5E:D3:75:1B:4A:0E,User purchased from Etsy,Etsy,,,,,,,,,,,,,,,,,,,
84782,66243,29668.73,44055.79,-14387.06,28530.59,999,8,-2670.58,1479,0,INR,Philippines,Tablet,FULL,0,1,0,T00001208,05-04-2025 20:14,HDFC0001234,170.22.211.2,58:17:37:29:E9:79,User purchased from Amazon,Amazon,,,,,,,,,,,,,,,,,,,
63457,63757,52196,48805.73,3390.27,42168.23,970,9,-2560.57,1403,1,INR,Australia,Desktop,FULL,1,1,0,T00001209,05-04-2025 20:14,ICIC0000889,205.99.34.174,90:03:6C:CE:01:C2,User purchased from Flipkart,Flipkart,,,,,,,,,,,,,,,,,,,
66421,32178,77452.18,19083.09,58369.09,79968.42,805,1,-1801.43,636,1,INR,Tunisia,POS,NONE,1,0,1,T00001210,05-04-2025 20:14,SBIN0001234,167.228.129.226,79:DF:61:4B:9C:1F,User purchased from eBay,eBay,,,,,,,,,,,,,,,,,,,
63457,68997,110726.7,44594.17,66132.53,39327.03,666,1,-771.73,1640,7,INR,Pakistan,POS,PARTIAL,0,1,0,T00001211,05-04-2025 20:14,ICIC0000456,88.76.168.9,B1:27:B7:3F:3B:60,User purchased from Best Buy,Best Buy,,,,,,,,,,,,,,,,,,,
60612,87563,12750.87,33680.15,-20929.28,36402.71,881,8,1360.68,2292,7,INR,Saint Lucia,ATM,FULL,0,1,0,T00001212,05-04-2025 20:14,AXIS0000312,133.62.172.149,91:12:47:43:BD:69,User purchased from Walmart,Walmart,,,,,,,,,,,,,,,,,,,
45961,33527,16505.03,31122.04,-14617.01,60609.73,887,6,508.12,1122,8,INR,Canada,Mobile,NONE,0,1,1,T00001213,05-04-2025 20:14,AXIS0000312,1.235.22.115,C5:D2:80:D5:59:FB,User purchased from Best Buy,Best Buy,,,,,,,,,,,,,,,,,,,
31458,65752,105459.5,30739.7,74719.8,89148.92,480,2,2791.13,1784,4,INR,Sweden,ATM,PARTIAL,0,1,1,T00001214,05-04-2025 20:14,AXIS0000312,65.2.137.183,E4:75:F7:6A:6B:E7,User purchased from Target,Target,,,,,,,,,,,,,,,,,,,
12908,86001,13831.74,29135.06,-15303.32,44694.73,486,9,263.02,1036,3,INR,Nicaragua,Mobile,PARTIAL,1,1,0,T00001215,05-04-2025 20:14,ICIC0000456,146.172.198.248,F2:01:D8:50:BE:32,User made a normal transfer,null,,,,,,,,,,,,,,,,,,,
30033,31568,39280.91,30226,9054.91,95421.79,413,5,-1371.63,659,1,INR,Bolivia,POS,FULL,1,0,0,T00001216,05-04-2025 20:14,ICIC0000889,35.76.159.125,2E:48:AE:FB:E6:51,User purchased from eBay,eBay,,,,,,,,,,,,,,,,,,,
88864,24344,98749.06,35580.85,63168.21,93996.24,619,9,-507.39,2419,2,INR,Dominica,Desktop,NONE,0,0,1,T00001217,05-04-2025 20:14,HDFC0001234,39.227.219.107,65:3A:CC:CB:D2:D6,User purchased from Shopify,Shopify,,,,,,,,,,,,,,,,,,,
63457,84183,33875.34,19910.09,13965.25,67440.09,983,9,-311.64,1064,7,INR,Djibouti,Laptop,FULL,1,0,0,T00001218,05-04-2025 20:14,ICIC0000456,182.162.28.155,FC:BC:08:28:23:5B,User purchased from Shopify,Shopify,,,,,,,,,,,,,,,,,,,
70762,67060,55461.84,25745.64,29716.2,37712.84,523,5,-727.59,399,2,INR,Saint Vincent and the Grenadines,POS,PARTIAL,0,0,0,T00001219,05-04-2025 20:15,AXIS0000312,98.100.194.7,4F:03:29:C2:DA:04,User purchased from Etsy,Etsy,,,,,,,,,,,,,,,,,,,
31458,84386,114645.35,40450.6,74194.75,59318.11,445,6,796.62,824,5,INR,Brazil,Laptop,FULL,1,1,0,T00001220,05-04-2025 20:15,ICIC0000456,207.192.215.158,A7:DF:75:BC:1B:DD,User purchased from Walmart,Walmart,,,,,,,,,,,,,,,,,,,
35651,76120,65143.35,31590.02,33553.33,12387.33,789,1,-2707.78,1161,7,INR,Latvia,Laptop,PARTIAL,1,1,0,T00001221,05-04-2025 20:15,SBIN0000234,112.150.48.157,ED:5C:47:53:C0:19,User purchased from Shopify,Shopify,,,,,,,,,,,,,,,,,,,
60612,26393,14465.79,43429.08,-28963.29,32318.27,567,8,263.67,562,2,INR,Brazil,Desktop,PARTIAL,1,0,1,T00001222,05-04-2025 20:15,ICIC0000889,100.93.41.146,CC:27:9A:A8:07:A5,User purchased from Target,Target,,,,,,,,,,,,,,,,,,,
51551,84470,119471.06,27584.92,91886.14,40152.67,894,2,-1236.04,1588,2,INR,Slovakia (Slovak Republic),Laptop,PARTIAL,1,0,1,T00001223,05-04-2025 20:15,HDFC0001234,193.242.30.212,F9:71:1C:D4:37:6A,User purchased from Amazon,Amazon,,,,,,,,,,,,,,,,,,,
64961,41666,36448.72,47312.18,-10863.46,37247.33,938,6,803.94,2356,7,INR,Belgium,Laptop,FULL,0,0,0,T00001224,05-04-2025 20:15,HDFC0001234,69.170.63.77,63:DB:C5:C4:67:55,User purchased from Amazon,Amazon,,,,,,,,,,,,,,,,,,,
66421,94905,133162.71,26257.37,106905.34,70965.11,919,6,2388.81,1972,5,INR,Czech Republic,Laptop,PARTIAL,0,0,0,T00001225,05-04-2025 20:15,SBIN0001234,195.152.191.220,3B:F8:CC:0B:CC:FA,User purchased from Best Buy,Best Buy,,,,,,,,,,,,,,,,,,,
54376,15737,62149.44,43342.94,18806.5,62804.81,795,3,2867.26,470,1,INR,Austria,POS,FULL,0,0,0,T00001226,05-04-2025 20:15,ICIC0000889,13.44.230.200,42:45:8E:65:EC:03,User purchased from Target,Target,,,,,,,,,,,,,,,,,,,
84782,35000,10895.96,44570.96,-33675,35144.8,490,9,-1943.27,2827,4,INR,Brazil,POS,PARTIAL,1,0,0,T00001227,05-04-2025 20:15,SBIN0001234,91.238.170.34,5B:35:DC:86:47:18,User purchased from Etsy,Etsy,,,,,,,,,,,,,,,,,,,
51461,69393,97859.27,44176.28,53682.99,50867.11,492,6,104.44,1888,5,INR,Kuwait,POS,NONE,1,1,0,T00001228,05-04-2025 20:15,SBIN0001234,23.179.70.33,2B:D0:78:A8:5B:05,User purchased from eBay,eBay,,,,,,,,,,,,,,,,,,,
84782,58687,106628.14,16866.31,89761.83,39842.39,816,4,-777.07,930,0,INR,Jamaica,POS,PARTIAL,1,1,1,T00001229,05-04-2025 20:15,ICIC0000456,114.129.72.19,C7:10:3B:E0:4F:A7,User purchased from Shopify,Shopify,,,,,,,,,,,,,,,,,,,
15049,59623,63333.43,12024.18,51309.25,23531.48,727,7,-2288.52,935,3,INR,Cote d'Ivoire,Mobile,FULL,1,1,0,T00001230,05-04-2025 20:15,SBIN0000234,177.93.43.144,D2:F2:6C:5B:86:BF,User purchased from Shopify,Shopify,,,,,,,,,,,,,,,,,,,
85738,77284,69149.56,23289.63,45859.93,50871.65,889,4,432.1,1524,5,INR,Montserrat,POS,NONE,1,0,1,T00001231,05-04-2025 20:15,SBIN0001234,238.101.195.235,DF:2C:66:A0:37:B4,User purchased from Etsy,Etsy,,,,,,,,,,,,,,,,,,,
88864,84933,81441.83,851.15,80590.68,74744.1,837,6,-2563.16,2911,8,INR,Costa Rica,Laptop,NONE,1,1,0,T00001232,05-04-2025 20:15,SBIN0001234,172.241.238.90,88:A0:E2:62:E2:EB,User made a normal transfer,null,,,,,,,,,,,,,,,,,,,
88864,79632,69366.01,42982.2,26383.81,87123.91,702,1,-307.96,1432,3,INR,Togo,Tablet,FULL,0,0,0,T00001233,05-04-2025 20:15,SBIN0000234,225.44.51.9,2A:BB:6D:26:4C:E6,User made a normal transfer,null,,,,,,,,,,,,,,,,,,,
85738,76672,120043.21,37067.33,82975.88,56431.34,866,5,-58.55,1202,3,INR,Hungary,Mobile,NONE,1,1,1,T00001234,05-04-2025 20:15,AXIS0000312,41.234.0.211,91:81:03:4B:BB:4C,User purchased from Target,Target,,,,,,,,,,,,,,,,,,,
45961,79481,86660.6,8309.15,78351.45,29798.33,706,3,2326.87,2127,0,INR,Oman,ATM,NONE,0,0,1,T00001235,05-04-2025 20:15,HDFC0001234,134.82.93.249,7F:B6:97:01:11:5C,User purchased from Flipkart,Flipkart,,,,,,,,,,,,,,,,,,,
30033,70383,86502.8,3513.38,82989.42,83787.9,815,10,2970.97,2974,2,INR,Saint Pierre and Miquelon,Tablet,FULL,1,0,1,T00001236,05-04-2025 20:15,HDFC0001234,132.21.170.85,0A:4E:14:AC:C6:95,User purchased from Walmart,Walmart,,,,,,,,,,,,,,,,,,,
63964,77012,126548.97,17175.96,109373.01,28369.27,912,3,2846.42,288,7,INR,Zimbabwe,POS,FULL,1,1,1,T00001237,05-04-2025 20:15,SBIN0001234,209.187.116.47,59:C1:F4:2D:85:FC,User purchased from Flipkart,Flipkart,,,,,,,,,,,,,,,,,,,
45961,30780,29738.77,11653.51,18085.26,34188.03,934,5,-2560.18,681,2,INR,Kazakhstan,ATM,NONE,0,1,0,T00001238,05-04-2025 20:15,HDFC0001234,67.93.149.209,75:3C:7D:9D:B1:DC,User purchased from Amazon,Amazon,,,,,,,,,,,,,,,,,,,
43766,74606,67366.48,36567.84,30798.64,21809.24,923,1,1560.55,148,2,INR,French Guiana,Desktop,FULL,0,1,1,T00001239,05-04-2025 20:15,SBIN0000234,71.170.175.11,8D:7C:EE:D4:6D:83,User purchased from Flipkart,Flipkart,,,,,,,,,,,,,,,,,,,
39828,69056,81288.59,10045.18,71243.41,87815.56,576,6,-2355.64,710,1,INR,Chad,Tablet,PARTIAL,1,1,0,T00001240,05-04-2025 20:15,SBIN0000234,165.51.195.8,F9:DE:CA:1B:9D:77,User purchased from Flipkart,Flipkart,,,,,,,,,,,,,,,,,,,
65478,35319,36129.14,20949.97,15179.17,15122.46,655,8,-90.38,108,7,INR,Mauritania,Desktop,NONE,1,0,1,T00001241,05-04-2025 20:15,ICIC0000889,234.82.83.138,B0:E6:31:3F:33:8B,User purchased from Best Buy,Best Buy,,,,,,,,,,,,,,,,,,,
84782,58026,92328.13,17624.63,74703.5,24699.39,819,5,56.1,2612,7,INR,Azerbaijan,Laptop,NONE,0,1,0,T00001242,05-04-2025 20:15,AXIS0000312,150.234.252.25,7B:87:16:13:58:1B,User purchased from Shopify,Shopify,,,,,,,,,,,,,,,,,,,
85738,23019,25007.51,28660.88,-3653.37,39133.83,539,3,2516.53,2104,6,INR,Swaziland,Tablet,NONE,1,1,1,T00001243,05-04-2025 20:15,SBIN0000234,230.87.115.143,33:FB:67:1B:79:A0,User purchased from Amazon,Amazon,,,,,,,,,,,,,,,,,,,
71631,89227,89372.34,25772.5,63599.84,90098.5,755,1,676.27,820,3,INR,Netherlands,Tablet,NONE,1,1,0,T00001244,05-04-2025 20:15,ICIC0000889,173.204.9.178,A2:17:C0:73:19:C8,User made a normal transfer,null,,,,,,,,,,,,,,,,,,,
12908,11932,28823.89,25657.42,3166.47,66454.93,450,6,-2925.74,2414,1,INR,Swaziland,Laptop,PARTIAL,0,0,0,T00001245,05-04-2025 20:15,HDFC0001234,117.113.198.230,1A:04:AE:AE:E9:26,User purchased from Etsy,Etsy,,,,,,,,,,,,,,,,,,,
20437,25268,107352.97,22700.12,84652.85,37220.62,974,2,1604.03,2159,8,INR,Greece,ATM,PARTIAL,0,0,1,T00001246,05-04-2025 20:15,SBIN0000234,155.201.57.68,D1:0E:BD:EE:5B:62,User purchased from Target,Target,,,,,,,,,,,,,,,,,,,
63964,84236,141054.79,41329.14,99725.65,24932.52,911,2,1412.49,242,1,INR,Brazil,Laptop,NONE,1,1,1,T00001247,05-04-2025 20:15,SBIN0000234,70.79.220.70,5F:C3:2E:2A:DC:78,User purchased from eBay,eBay,,,,,,,,,,,,,,,,,,,
84782,53732,72207.88,24646.14,47561.74,70454.57,653,4,-2533.81,2450,1,INR,Mozambique,Tablet,NONE,0,1,0,T00001248,05-04-2025 20:15,AXIS0000312,60.176.26.162,C6:71:98:BE:CF:59,User purchased from Best Buy,Best Buy,,,,,,,,,,,,,,,,,,,
43766,66435,116297.28,27116.6,89180.68,34647.04,553,2,1841.72,2834,6,INR,Mauritania,ATM,NONE,1,1,0,T00001249,05-04-2025 20:16,AXIS0000312,154.52.201.202,1F:6A:AC:B3:D2:A3,User purchased from Etsy,Etsy,,,,,,,,,,,,,,,,,,,
66421,59994,87575.3,30406.39,57168.91,65304.47,988,2,2481.39,2069,3,INR,Norway,Desktop,PARTIAL,1,0,1,T00001250,05-04-2025 20:16,ICIC0000456,240.254.9.133,D5:AD:7B:34:76:07,User purchased from Flipkart,Flipkart,,,,,,,,,,,,,,,,,,,
64961,41544,78157.5,38715.54,39441.96,13406.42,468,6,1598.03,1882,7,INR,Mauritius,POS,FULL,1,0,0,T00001251,05-04-2025 20:16,ICIC0000889,225.8.71.120,BA:94:0E:4F:54:94,User purchased from Walmart,Walmart,,,,,,,,,,,,,,,,,,,
51461,45397,48321.37,49652.39,-1331.02,24675.89,941,1,-2549.53,2515,1,INR,Turks and Caicos Islands,POS,PARTIAL,0,1,0,T00001252,05-04-2025 20:16,HDFC0001234,42.24.232.18,BF:C7:FB:4C:06:5A,User purchased from Best Buy,Best Buy,,,,,,,,,,,,,,,,,,,
43766,41699,70478.08,31155.95,39322.13,53628.15,819,8,762.38,279,1,INR,British Virgin Islands,Tablet,PARTIAL,1,0,0,T00001253,05-04-2025 20:16,SBIN0001234,122.82.179.172,32:9F:56:F3:BC:E8,User purchased from Target,Target,,,,,,,,,,,,,,,,,,,
30033,62276,53141.46,30218.08,22923.38,41668.06,976,1,420.96,2875,6,INR,United States Minor Outlying Islands,Desktop,NONE,1,0,1,T00001254,05-04-2025 20:16,ICIC0000456,253.39.103.11,3C:86:C4:B4:BA:21,User purchased from Target,Target,,,,,,,,,,,,,,,,,,,
12908,86985,34348.03,34228.22,119.81,53584.59,804,3,-2782.46,2516,8,INR,Papua New Guinea,Tablet,NONE,1,0,0,T00001255,05-04-2025 20:16,HDFC0001234,129.0.87.126,BF:1D:DB:D2:96:91,User purchased from Walmart,Walmart,,,,,,,,,,,,,,,,,,,
88864,93612,35424.43,29589.16,5835.27,81459.58,830,4,81.74,2175,7,INR,Saint Helena,Laptop,PARTIAL,1,1,0,T00001256,05-04-2025 20:16,AXIS0000312,230.59.160.66,99:D6:ED:95:99:A7,User purchased from Shopify,Shopify,,,,,,,,,,,,,,,,,,,
51551,76824,85097.12,40923.46,44173.66,87765.54,544,7,133.44,1796,4,INR,Armenia,Desktop,FULL,1,0,0,T00001257,05-04-2025 20:16,ICIC0000889,250.219.113.82,05:73:A1:5C:ED:76,User purchased from eBay,eBay,,,,,,,,,,,,,,,,,,,
31458,12123,40951.81,23754.96,17196.85,54526.53,903,6,-1243.08,1902,4,INR,Romania,Mobile,FULL,1,1,0,T00001258,05-04-2025 20:16,HDFC0001234,193.177.50.2,9E:BC:B4:85:EF:DA,User purchased from Flipkart,Flipkart,,,,,,,,,,,,,,,,,,,
64961,34784,80132.38,41641.96,38490.42,12830.93,444,8,-1535.65,2525,7,INR,Guam,ATM,NONE,0,0,1,T00001259,05-04-2025 20:16,SBIN0000234,74.129.131.158,C2:19:9F:F5:58:DB,User purchased from Shopify,Shopify,,,,,,,,,,,,,,,,,,,
64961,54140,64892.28,19005.78,45886.5,89352.77,779,5,466.03,1179,5,INR,Reunion,Tablet,PARTIAL,0,0,1,T00001260,05-04-2025 20:16,ICIC0000889,209.252.228.3,2E:92:A6:6D:6B:25,User purchased from Shopify,Shopify,,,,,,,,,,,,,,,,,,,
32392,88669,46813.76,26588.44,20225.32,57820.89,911,3,1852.74,1342,7,INR,Norfolk Island,ATM,PARTIAL,1,0,0,T00001261,05-04-2025 20:16,SBIN0001234,58.165.167.43,6D:39:69:CE:CA:42,User purchased from Best Buy,Best Buy,,,,,,,,,,,,,,,,,,,
39828,75553,143295.93,46645.91,96650.02,67048.2,454,4,1131.16,2071,7,INR,Gambia,Laptop,PARTIAL,1,0,1,T00001262,05-04-2025 20:16,AXIS0000312,248.177.206.76,4D:19:F6:2E:28:FE,User purchased from Target,Target,,,,,,,,,,,,,,,,,,,
32392,51592,99917.32,21015.62,78901.7,73561.9,986,3,2067.88,2133,5,INR,United States Minor Outlying Islands,Desktop,NONE,0,1,0,T00001263,05-04-2025 20:16,ICIC0000456,193.166.16.197,A1:8C:D9:5B:AC:C3,User purchased from Walmart,Walmart,,,,,,,,,,,,,,,,,,,
54376,91760,69905.65,32985.34,36920.31,17360.42,821,7,-224.94,1953,5,INR,Turkmenistan,Desktop,FULL,1,1,0,T00001264,05-04-2025 20:16,SBIN0001234,102.164.225.27,62:CD:C4:B4:8F:C9,User purchased from Best Buy,Best Buy,,,,,,,,,,,,,,,,,,,
71143,85814,119370.31,24657.73,94712.58,28481.42,500,2,2665.65,2432,3,INR,Saudi Arabia,Tablet,PARTIAL,1,0,0,T00001265,05-04-2025 20:16,AXIS0000312,154.71.176.193,7A:31:FB:A3:DF:E0,User purchased from Shopify,Shopify,,,,,,,,,,,,,,,,,,,
32392,40763,75216.1,42748.78,32467.32,26655.61,895,5,-2935.92,1129,5,INR,Heard Island and McDonald Islands,Desktop,PARTIAL,1,0,0,T00001266,05-04-2025 20:16,SBIN0000234,112.72.208.124,F8:55:64:B8:23:E0,User purchased from Walmart,Walmart,,,,,,,,,,,,,,,,,,,
65478,19286,60445.19,22182.38,38262.81,56177.92,892,3,122.02,1031,0,INR,Cayman Islands,POS,PARTIAL,0,0,1,T00001267,05-04-2025 20:16,SBIN0001234,187.63.252.0,06:E4:6A:0A:77:3F,User purchased from Walmart,Walmart,,,,,,,,,,,,,,,,,,,
12908,80568,91578.01,15825.99,75752.02,94794.94,534,7,1212.26,1127,1,INR,Sierra Leone,Desktop,FULL,1,1,0,T00001268,05-04-2025 20:16,ICIC0000889,26.186.63.142,3F:59:CF:36:75:56,User purchased from Amazon,Amazon,,,,,,,,,,,,,,,,,,,
15049,83110,21498.9,9870.75,11628.15,25818.18,902,5,-2137.41,2186,7,INR,Sierra Leone,Laptop,PARTIAL,1,1,0,T00001269,05-04-2025 20:16,ICIC0000456,166.231.210.59,E2:C1:AA:72:43:30,User purchased from Target,Target,,,,,,,,,,,,,,,,,,,
31458,65514,51671.04,45174.72,6496.32,46444.04,842,8,-2543.76,351,7,INR,Gibraltar,ATM,NONE,1,0,0,T00001270,05-04-2025 20:16,AXIS0000312,152.117.201.254,4D:66:F0:F6:6A:1E,User purchased from eBay,eBay,,,,,,,,,,,,,,,,,,,
12908,42378,32978.55,37814.54,-4835.99,81569.85,473,6,376.01,2322,6,INR,Bosnia and Herzegovina,Tablet,NONE,0,0,0,T00001271,05-04-2025 20:16,ICIC0000456,101.88.116.104,FE:87:C5:BA:BF:07,User purchased from Shopify,Shopify,,,,,,,,,,,,,,,,,,,
32392,42485,97575.52,42634.39,54941.13,62656.59,843,3,1047.93,1886,4,INR,Ghana,ATM,NONE,0,0,0,T00001272,05-04-2025 20:16,SBIN0000234,221.17.159.212,80:9B:80:DA:5E:AA,User purchased from Walmart,Walmart,,,,,,,,,,,,,,,,,,,
45961,41602,99797.98,4401.5,95396.48,35418.11,607,1,-13.64,1300,8,INR,Guadeloupe,POS,FULL,0,0,0,T00001273,05-04-2025 20:16,SBIN0000234,203.196.98.212,99:52:C9:54:06:3F,User purchased from Etsy,Etsy,,,,,,,,,,,,,,,,,,,
85738,82514,37331.42,41238.72,-3907.3,35015.36,578,5,-1205.49,1279,1,INR,Northern Mariana Islands,Desktop,FULL,0,0,0,T00001274,05-04-2025 20:16,ICIC0000456,39.159.218.183,90:BC:5D:D9:E8:21,User purchased from Shopify,Shopify,,,,,,,,,,,,,,,,,,,
15049,96814,68661.41,36032.52,32628.89,54329.51,455,6,2893.85,2094,5,INR,Falkland Islands (Malvinas),ATM,FULL,0,1,0,T00001275,05-04-2025 20:16,ICIC0000456,161.236.87.46,AD:4A:AF:B4:26:C2,User purchased from Amazon,Amazon,,,,,,,,,,,,,,,,,,,
12908,42857,133126.71,34144.46,98982.25,82828.78,400,5,-2983,2112,4,INR,Poland,ATM,FULL,1,0,1,T00001276,05-04-2025 20:16,SBIN0000234,45.61.144.87,1C:52:CD:C9:DF:2B,User purchased from Flipkart,Flipkart,,,,,,,,,,,,,,,,,,,
85738,88021,144017.63,47275.4,96742.23,54541.05,706,7,-2392.26,2861,0,INR,Indonesia,ATM,PARTIAL,1,1,0,T00001277,05-04-2025 20:16,SBIN0001234,20.223.126.153,61:10:F4:94:87:5A,User made a normal transfer,null,,,,,,,,,,,,,,,,,,,
70762,78471,14809.96,15164.86,-354.9,58915.29,974,5,1487.66,225,3,INR,Jersey,Tablet,FULL,1,1,0,T00001278,05-04-2025 20:16,ICIC0000889,150.72.152.110,C1:A2:BD:1A:76:EE,User purchased from Target,Target,,,,,,,,,,,,,,,,,,,
85738,19859,20361.79,20160.73,201.06,55851.13,506,2,-2053.01,1864,8,INR,Kazakhstan,POS,FULL,0,1,1,T00001279,05-04-2025 20:17,HDFC0001234,122.103.171.181,45:E3:C3:7F:77:E7,User purchased from Flipkart,Flipkart,,,,,,,,,,,,,,,,,,,
51461,18946,88998.18,16414.97,72583.21,30769.62,554,6,-1792.56,1418,5,INR,Wallis and Futuna,ATM,FULL,0,0,1,T00001280,05-04-2025 20:17,ICIC0000889,33.192.99.157,47:D3:58:E5:F8:A6,User purchased from eBay,eBay,,,,,,,,,,,,,,,,,,,
39828,14963,93641.08,48262.31,45378.77,13858.1,880,10,2519.53,2144,3,INR,Haiti,Mobile,NONE,1,0,1,T00001281,05-04-2025 20:17,SBIN0000234,2.186.31.238,EC:66:FE:13:BA:E2,User purchased from Etsy,Etsy,,,,,,,,,,,,,,,,,,,
71143,41447,135023.21,44353.31,90669.9,95335.2,902,4,2210.6,1192,1,INR,Guinea-Bissau,Laptop,NONE,0,0,0,T00001282,05-04-2025 20:17,ICIC0000456,216.166.31.230,E4:C4:B3:97:7B:F8,User made a normal transfer,null,,,,,,,,,,,,,,,,,,,
32392,33623,100978.34,14434.57,86543.77,52648.1,984,3,2601.63,1982,3,INR,Ethiopia,Mobile,FULL,0,1,1,T00001283,05-04-2025 20:17,HDFC0001234,87.212.193.105,E5:CC:43:0A:15:12,User purchased from Best Buy,Best Buy,,,,,,,,,,,,,,,,,,,
43766,30854,108602.12,11912.35,96689.77,65589.84,607,7,550.72,870,7,INR,Macao,ATM,PARTIAL,1,1,1,T00001284,05-04-2025 20:17,SBIN0001234,87.100.98.136,00:F2:00:5B:F8:02,User purchased from Flipkart,Flipkart,,,,,,,,,,,,,,,,,,,
63964,52680,116352.79,32191.58,84161.21,96292.45,816,3,1219.88,1664,7,INR,Martinique,Desktop,FULL,1,1,1,T00001285,05-04-2025 20:17,AXIS0000312,2.156.11.110,3E:7A:F6:94:58:D2,User made a normal transfer,null,,,,,,,,,,,,,,,,,,,
84782,98644,120194.83,13572.64,106622.19,85506.57,649,2,-2571,441,8,INR,Andorra,POS,PARTIAL,1,0,0,T00001286,05-04-2025 20:17,ICIC0000456,138.86.157.105,C7:BC:27:FE:E7:0E,User purchased from eBay,eBay,,,,,,,,,,,,,,,,,,,
15049,45228,61601.43,3658.17,57943.26,42699.56,855,10,-1696.43,1396,6,INR,British Indian Ocean Territory (Chagos Archipelago),Laptop,PARTIAL,1,1,0,T00001287,05-04-2025 20:17,ICIC0000889,67.253.11.33,A3:F8:22:10:0A:8F,User purchased from Amazon,Amazon,,,,,,,,,,,,,,,,,,,
71143,57373,140637.47,47335.39,93302.08,48643.8,729,7,-1459.7,1084,0,INR,Lebanon,Desktop,PARTIAL,1,0,1,T00001288,05-04-2025 20:17,HDFC0001234,197.211.50.36,93:C8:70:F7:AA:E0,User purchased from Target,Target,,,,,,,,,,,,,,,,,,,
54376,57010,59216.68,42926.74,16289.94,57791.37,785,5,2265.81,1971,7,INR,Palestinian Territory,Mobile,NONE,0,0,1,T00001289,05-04-2025 20:17,SBIN0001234,104.162.122.14,36:25:AF:97:E6:FC,User purchased from Etsy,Etsy,,,,,,,,,,,,,,,,,,,
51461,72063,82677.37,20442.14,62235.23,97222.43,412,1,-967.71,2260,3,INR,Korea,POS,NONE,0,1,0,T00001290,05-04-2025 20:17,ICIC0000889,164.202.53.162,B5:74:A6:56:C4:1A,User purchased from Best Buy,Best Buy,,,,,,,,,,,,,,,,,,,
51551,47393,54159.41,25622.14,28537.27,94445.27,505,5,1904.19,2042,4,INR,Timor-Leste,Mobile,PARTIAL,0,1,1,T00001291,05-04-2025 20:17,ICIC0000889,214.97.160.30,B0:12:07:09:14:54,User purchased from Etsy,Etsy,,,,,,,,,,,,,,,,,,,
54376,69854,143593.55,45103.29,98490.26,59591.58,577,1,2470.53,1732,5,INR,New Caledonia,Laptop,NONE,0,0,1,T00001292,05-04-2025 20:17,SBIN0001234,121.251.28.188,3B:72:21:CB:FA:0B,User purchased from Amazon,Amazon,,,,,,,,,,,,,,,,,,,
39828,15992,111679.51,34220.44,77459.07,69125.71,941,7,740.24,120,3,INR,Western Sahara,Tablet,NONE,0,0,0,T00001293,05-04-2025 20:17,SBIN0001234,117.136.68.242,09:42:88:6F:22:A3,User purchased from Flipkart,Flipkart,,,,,,,,,,,,,,,,,,,
88864,24386,148840.74,1986.78,146853.96,24553.9,503,6,1675.65,2575,6,INR,Saint Martin,Laptop,FULL,0,1,0,T00001294,05-04-2025 20:17,SBIN0000234,177.136.73.128,B7:E3:EC:16:F6:E4,User purchased from eBay,eBay,,,,,,,,,,,,,,,,,,,
